CDIddGO;GTIN;DESCRIO;UN.;PR. ATUAL;ESTQ. DISP.;PRE�O EFETIVO;FIG.ICMS/ICMS-ST;FIG.PIS/COFINS;NCM;
11304;7898409621154;AGUA MINERAL SUL BRASILEIRO 510ML SEM GAS;UN;2,5;0;0;17;8;22011000;
12066;7898951509047;AGUA MINERAL VALLE AZUL 510ML SEM GAS;UN;2,5;-2;0,9892;17;23;22011000;
12462;7898951509030;AGUA MINERAL VALLE AZUL 510ML SEM GAS;UN;1,49;0;0;17;23;22011000;
10547;7898571360561;AGUA MINERAL VALLE DO CAI 500ML SEM GAS;UN;2,5;0;0;17;8;22011000;
10741;7896902210561;AGUA OXIGENADA FARMAX 90ML 20V;UN;3,99;0;2,48;25;7;33059000;
11172;7897534873131;AGUA OXIGENADA ISACARE 100ML 30V;UN;3,99;0;1,99;25;7;33059000;
11171;7897534873148;AGUA OXIGENADA ISACARE 100ML 40V;UN;3,99;0;1,99;25;7;33059000;
2563;7896947091545;AGUA OXIGENADA ISACARE 90ML 20V;UN;2,69;0;2,0917;25;7;33059000;
2562;7896947091538;AGUA OXIGENADA ISACARE 90ML 30V;UN;2,69;0;1,9567;25;7;33059000;
2561;7896947091521;AGUA OXIGENADA ISACARE 90ML 40V;UN;2,69;0;2,0917;25;7;33059000;
13259;7897534873124;AGUA OXIGENADA ISCARE OX20100ML;UN;1,99;11;2,3317;25;7;33059000;
9571;7896436103308;AGUA SABORIZADA AGUA PEDRA 350ML FRUTAS VERMELHAS;UN;4,5;0;2,8;60;23;22021000;
9570;7896436103261;AGUA SABORIZADA AGUA PEDRA 350ML LIMAO ALECRIM;UN;4,5;0;2,8;60;23;22021000;
12967;192505432179;AGUA SABORIZADA KAZOO 500 ML LIMAO SICILIANO;UN;4,99;-2;0;60;23;22021000;
12968;192505432162;AGUA SABORIZADA KAZOO 500ML LIMAO;UN;4,99;-1;0;60;23;22021000;
12969;192505432186;AGUA SABORIZADA KAZOO 500ML POMELO;UN;4,99;-1;0;60;23;22021000;
13268;7896404605490;AGUA SANITARIA 2LT GIRANDO SOL;UN;5,59;-10;0;17;1;28289019;
1598;7898302000018;AGUA SANITARIA AQUA FAST 1L;UN;3,99;-5;2,75;17;1;28289019;
1599;7898302000179;AGUA SANITARIA AQUA FAST 2L;UN;7,99;-4;5;17;1;28289019;
11442;7898302000841;AGUA SANITARIA AQUA FAST 5L;UN;16,99;0;11,5;17;1;28289019;
1595;7891038160308;AGUA SANITARIA BRILHANTE 1L;UN;11,59;8;11,2558;17;1;28289011;
1596;7891038161602;AGUA SANITARIA BRILHANTE 2L;UN;28,49;6;20,2417;17;1;28289011;
12882;7896404602345;AGUA SANITARIA GIRANDO O SOL 1L;UN;3,99;-2;0;17;1;28289011;
12883;7896404605483;AGUA SANITARIA GIRANDO O SOL 1L CLORO ATIVO;UN;6,29;-12;0;17;1;28289011;
12886;7896404603625;AGUA SANITARIA GIRANDO O SOL 1L FLORAL;UN;3,99;-1;0;17;1;28289011;
12885;7896404603618;AGUA SANITARIA GIRANDO O SOL 1L LAVANDA;UN;3,99;0;0;17;1;28289011;
12884;7896404603632;AGUA SANITARIA GIRANDO O SOL 1L LEMON;UN;3,99;-7;0;17;1;28289011;
9548;7898058598135;AGUA SANITARIA GUIMARAES 2L CLORO ATIVO;UN;7,5;0;4,89;17;1;28289019;
10927;7898058598142;AGUA SANITARIA GUIMARAES 5L;UN;17;0;10,08;17;1;28289019;
10929;7898058598005;AGUA SANITARIA GUIMARAES 5L CLORO ATIVO;UN;30;0;19,88;17;1;28289011;
1592;7896083800018;AGUA SANITARIA QBOA 1L;UN;4,69;-2;3,0583;17;1;28289011;
1593;7896083800025;AGUA SANITARIA QBOA 2L;UN;8,69;0;5,7083;17;1;28289011;
1594;7896083800247;AGUA SANITARIA QBOA 5L;UN;17,99;0;12,8667;17;1;28289011;
9437;7896345506313;AGUA SANITARIA QLAR 1L;UN;3,29;-4;2,08;17;1;28289011;
10324;7896345504401;AGUA SANITARIA QLAR 2L;UN;5,99;0;3,81;17;1;28289011;
9657;7896345504418;AGUA SANITARIA QLAR 5L;UN;14,99;0;9,04;17;1;28289011;
1597;7896098904671;AGUA SANITARIA YPE 1L;UN;4,99;-2;2,97;17;1;28289011;
4609;7896098904688;AGUA SANITARIA YPE 2L CLORO ATIVO;UN;8,99;-8;4,9106;17;1;28289011;
11151;7896052607228;AGUA TONICA FYS LATA 350ML;UN;1,99;0;2,3817;60;5;22021000;
8622;7894900184600;AGUA TONICA SCHWEPPES LATA 220ML ROSE;UN;3,5;0;0;60;5;22021000;
1242;7894900300017;AGUA TONICA SCHWEPPES LATA 350ML;UN;4,99;-4;3,5317;60;5;22021000;
5435;7898501315913;AGULHA CESTINHA PAULISTA CARTELA;UN;3,5;0;0;17;1;73199000;
10375;7898535885192;AGULHA CESTINHA ZANETTI CARTELA;UN;5;0;0,1631;17;1;73199000;
12484;630941678725;AIPIM AMARELO HOFFMAN 1KG;UN;12,99;3;9,75;17;1;07141000;
9072;70341124840;AIPIM AYRA 1.5KG PALITO;UN;23,5;0;15,69;17;18;07141000;
4375;7898994510420;AIPIM BIANCHI 1KG BRANCO;UN;9,99;0;0;17;18;07141000;
162;;AIPIM CONGELADO KG;KG;6,99;0;0;40;18;08044000;
12183;7896519237302;AIPIM DE MARCHI 350G PRE ASSADO;UN;7,99;-2;0;17;1;20049000;
6759;7898938572101;AIPIM DELI RAFAELA 1KG BRANCO;UN;9,5;0;6,692;17;18;07141000;
4373;7898143886260;AIPIM DELI SABORE 1KG BRANCO;UN;10,5;0;6,59;17;18;07141000;
6442;602883287389;AIPIM FAMILIA BLATNER 1KG BRANCO;UN;9,99;0;6,99;17;18;07141000;
7440;7898946680027;AIPIM L.A PRODUTOS COLONIAIS 1KG BRANCO;UN;11,5;0;6,96;17;18;07141000;
4374;7898364620032;AIPIM MC COOK 400G BRANCO;UN;12,99;0;8,98;17;1;20049000;
9693;40141464293;AIPIM NEGRA 600G PALITO;UN;8,99;0;5,99;17;18;07141000;
10935;7899458000174;AIPIM NHO 1KG BRANCO;UN;12,49;0;8,433;17;18;07141000;
4376;751320570017;AIPIM POPI ALIMENTOS 1KG BRANCO;UN;10,99;-14;0;17;18;07141000;
12246;7898938572033;AIPIM TIGIPIO 1KG;UN;7,99;0;0;17;18;07141000;
3662;7898172662163;ALCOOL ARAUCARIA 1L 70;UN;10,99;0;5,89;17;37;29055990;
3661;7898172662101;ALCOOL ARAUCARIA 1L 92,8;UN;9,99;0;6,49;17;37;22071090;
6106;7898172662118;ALCOOL ARAUCARIA 500ML 92.8;UN;6,99;0;3,79;17;37;22071090;
6849;7898680530046;ALCOOL DE CASA 1L 70 ETILICO HIDRATADO;UN;7,99;0;0;17;37;22072019;
4636;7898307575009;ALCOOL DE CASA 1L 92.8;UN;9,99;0;0;17;37;22072019;
6850;7898307575245;ALCOOL DE CASA 500G 70 EM GEL;UN;6,5;0;0;17;37;22072019;
3658;7898288820068;ALCOOL FLOPS 1L 46,2 EUCALIPTO;UN;6,99;0;4,4833;17;37;22072019;
3659;7898288820853;ALCOOL FLOPS 1L 46,2 LAVANDA;UN;6,99;0;4,4833;17;37;22072019;
10669;7898288820044;ALCOOL FLOPS 1L 46.2;UN;5,99;0;4,0408;17;37;22072019;
3695;7898288820877;ALCOOL FLOPS 1L 70;UN;9,99;9;6,49;17;37;38089429;
4816;7898288821133;ALCOOL FLOPS 1L 92,8;UN;10,99;14;6,91;17;37;22071090;
3664;7898288820143;ALCOOL FLOPS 500G 65 EM GEL;UN;6,99;0;4,2433;17;37;22072019;
10670;7898288820051;ALCOOL FLOPS 500ML 46.2;UN;3,99;0;2,4417;17;37;22072019;
3660;7898288820020;ALCOOL FLOPS 500ML 92,8;UN;5,99;-1;3,8692;17;37;22071090;
3698;7896366212569;ALCOOL GIOCA 450G 70 EM GEL;UN;13,99;0;8,405;17;37;38089429;
5386;7896044956525;ALCOOL GIOVANNA BABY 500ML EM GEL;UN;21,99;0;0;25;1;22072019;
13263;7898956358039;ALCOOL NOBRE 1LT 54,0 GL;UN;9,99;0;0;17;37;29055990;
13261;7898956358183;ALCOOL NOBRE 1LT 54GL;UN;9,99;-2;0;17;37;29055990;
13262;7898956358091;ALCOOL NOBRE 1LT 76,9;UN;8,99;0;0;17;37;29055990;
12089;7898960419412;ALCOOL SUPER VALE 1L 92;UN;8,99;-1;6,99;17;37;22071090;
12468;7898960419474;ALCOOL SUPER VALE 46 INPM;UN;5,99;-4;0;17;37;22071090;
12807;7898960419429;ALCOOL SUPER VALE 500ML 46,2;UN;4,99;0;0;17;37;22072019;
5665;7898910095352;ALCOOL TUPI 1L 70;UN;11,99;-2;7,99;17;37;38089419;
6382;7898910095161;ALCOOL TUPI 1L 92.8;UN;12,99;0;5,99;17;37;22071090;
5666;7898360980055;ALCOOL TUPI 500G 70 EM GEL;UN;16,99;0;8,99;17;37;38089429;
3286;7898072140617;ALECRIM NONA ROSA 20G;UN;2,99;0;1,9;17;1;09109900;
155;7896213306779;ALFACE AMERICANA 250G;KG;9,99;0;0;40;18;08044000;
143;;ALFACE CRESPA UND;UN;2,89;-56;2,5;40;18;07051100;
4355;7898944701069;ALFAJOR ALFADOCE 45G CHOCOLATE BRANCO;UN;3,5;0;0;17;1;19053100;
4354;7898944701090;ALFAJOR ALFADOCE 45G CHOCOLATE MEIO AMARGO;UN;3,5;0;0;17;1;19053100;
3744;7896987130549;ALFAJOR BEIJO BAIANO 235G DOCE LEITE COCO;UN;10,99;0;7,67;17;1;19053100;
9601;619205406083;ALFAJOR CARMELA 50G LEITISSIMO;UN;4,99;0;3,25;17;1;19059020;
10475;631430070679;ALFAJOR CARMELA 50G TENTACAO;UN;5,99;30;3,6;17;1;19059020;
12346;751320528889;ALFAJOR CARMELA 50G TENTACAO COM DOCE DE LEITE;UN;4,79;-1;0;17;1;19059020;
13458;631430070693;ALFAJOR CREAM LEITE 25G CARMELA;UN;3,59;12;2,4;17;1;19059020;
13410;631430070686;ALFAJOR CREAM MORANGO 50G CARMELA;UN;4,79;144;0,2;17;1;19059020;
10907;7908580200038;ALFAJOR KLAIN 45G CHOCOLATE AO LEITE;UN;5,5;0;3,5775;17;1;19059020;
10252;7908580200052;ALFAJOR KLAIN 45G CHOCOLATE BRANCO;UN;5,5;0;2,862;17;1;19059020;
11346;7896224410113;ALGODAO APOLO 25G CAIXA;UN;4,99;-2;3,33;17;1;56012110;
9258;7896224410670;ALGODAO APOLO 35G DISCO;UN;8,99;0;5,96;17;1;56012110;
6326;7896224410120;ALGODAO APOLO 50G CAIXA;UN;4,99;0;2,7785;17;1;30059090;
8707;7898095296513;ALGODAO COTTON 25G HIDROFILO;UN;3,49;-1;2,66;17;1;30059090;
5075;7898095297954;ALGODAO COTTON 37G DISCO;UN;8,99;0;0;17;1;30059090;
2547;7898095296506;ALGODAO COTTON 40G BOLA;UN;6,99;0;4;17;1;56012110;
2546;7898095296520;ALGODAO COTTON 50G CAIXA;UN;6,99;0;0;17;1;30059090;
4506;7898095296490;ALGODAO COTTON LINE 40G BOLA;UN;6,99;0;4,07;17;1;56012110;
6325;7891800617320;ALGODAO CREMER 50 UND DISCO;UN;7,99;0;4,56;17;1;56012110;
7460;7891899085420;ALGODAO DENGO 50 UND DISCO;UN;7,5;0;4,99;17;1;56012110;
8288;7891899085222;ALGODAO DENGO 50G BOLA;UN;5,99;-1;3,72;17;1;56012110;
2549;7896480636043;ALGODAO ENLACE 50 UND DISCO;UN;5,99;0;0;25;7;30059090;
2548;7896480640989;ALGODAO ENLACE 50G BOLA;UN;3,99;0;0;25;7;30059090;
5751;7898947389066;ALGODAO ISABABY 50 UND DISCO;UN;9,99;0;5,4914;17;1;56012110;
7880;7898662061346;ALGODAO ISACARE 50 UND DISCO;UN;9,5;0;5,4936;17;1;56012110;
9045;7891800637397;ALGODAO ISACARE 50G BOLA;UN;5,49;-1;3,9767;17;1;56012110;
10142;7896104991893;ALGODAO MILI 100 UND DISCO;UN;9,69;-2;6,73;17;1;56012110;
9796;7891800668209;ALGODAO TOPZ 25G ROLO;UN;3,99;0;2,69;17;1;56012110;
4561;7891800649338;ALGODAO TOPZ 50G BOLA;UN;3,99;0;2,4019;17;1;56012110;
8958;7898926909018;ALHO ALHOFREE 100G SELECIONADO;UN;6,59;0;0;17;18;07032090;
6444;7898926909025;ALHO ALHOFREE 200G SELECIONADO;UN;10,69;0;0;17;18;07032090;
11320;7898256400032;ALHO ALHOS CAPITAL 150G SELECIONADO;UN;8,79;0;0;17;18;07032090;
9110;7898256400049;ALHO ALHOS CAPITAL 80G SELECIONADO;UN;3,99;0;0;17;18;07032090;
12097;7898256400698;ALHO ALTO BONITO 800G SELECIONADO;UN;5,99;0;0;17;18;07032090;
6989;7898938531023;ALHO BOM GOSTO 150G SELECIONADO;UN;7,99;-24;0;17;18;07032090;
9710;7898938531078;ALHO BOM GOSTO 80G SELECIONADO;UN;4,99;-24;3,5;17;18;07039090;
11319;7898256400100;ALHO CAPITAL 100G SELECIONADO;UN;5,79;0;0;17;18;07032090;
12096;7898256400803;ALHO COMPRE FACIL 150G SELECIONADO;UN;8,99;0;0;17;18;07032090;
7328;7896379500158;ALHO DI MARIA 150G SELECIONADO;UN;6,99;0;0;17;18;07032090;
8339;736532287847;ALHO DU BOM 150G SELECIONADO;UN;6,99;0;0;17;18;07032090;
12425;736532287809;ALHO DU BOM 80G SELECIONADO;UN;4,99;0;0;17;18;07032090;
3245;7898650370078;ALHO FLOCOS IDEAL 10G;UN;2,99;0;1,88;17;1;07129090;
7754;7898919046010;ALHO KALUKE 100G SELECIONADO;UN;5,99;0;3,99;17;18;07032090;
5604;7898916056029;ALHO KI ALHO 150G SELECIONADO;UN;9,49;0;0;17;18;07032090;
11709;7898916056043;ALHO KI ALHO 200G SELECIONADO;UN;9,99;0;0;17;18;07032090;
11512;7898256400094;ALHO MEDEIROS 150G SELECIONADO;UN;8,49;0;0;17;18;07032090;
2204;7898072140525;ALHO PO NONA ROSA 30G;UN;4,5;0;3,04;17;18;07032090;
4969;7898926909049;ALHO TRITURADO ALHOFREE 200G;UN;9,99;-1;0;17;1;21039021;
4892;7898416140013;ALICATE CUTICULA DELICATE 622;UN;39,99;0;24,17;17;1;82142000;
10008;7898416140259;ALICATE CUTICULA DELICATE 927;UN;28,99;0;19,02;17;1;82142000;
11333;7898416140266;ALICATE CUTICULA DELICATE 928;UN;39,99;0;24,37;17;1;82142000;
11811;7891060969504;ALICATE CUTICULA MUNDIAL 777;UN;49,99;0;29,75;17;1;82142000;
5045;7891060679724;ALICATE CUTICULA MUNDIAL CLASSIC 522;UN;24,99;0;23,26;17;1;82142000;
6775;7891060894486;ALICATE CUTICULA MUNDIAL ESPATULA ROSA;UN;11,99;0;8,99;17;1;82142000;
1973;7898009433171;ALISANTE CAPILAR SALON LINE 215G TRADICIONAL;UN;34,99;0;0;25;7;33079000;
12335;7898966529153;ALMONDEGA CHULETAO 1 KG;UN;17,49;-2;0;17;1;16021000;
6719;6099634723458;ALMONDEGA CHULETAO 1KG;UN;17,49;0;14,99;17;1;16021000;
2009;7896423950014;ALPISTE CAROL 500G;UN;12,99;0;8,32;17;1;10083090;
13333;7898905926036;ALPISTE PARA PASSARO SELLECTA BIRDS 500G;UN;11,29;-1;0;17;1;23099090;
1610;7898302004177;ALVEJANTE AQUA FAST 1L SEM CLORO;UN;9,49;-7;5,95;17;1;34025000;
1611;7898302004184;ALVEJANTE AQUA FAST 2L SEM CLORO;UN;14,99;-5;10,3;17;1;34025000;
1612;7898302005761;ALVEJANTE AQUA FAST 3L SEM CLORO;UN;23,99;0;17;17;1;34025000;
12644;7896404603601;ALVEJANTE GIRANDO SOL 2L LEMON;UN;6,99;0;0;17;1;28289011;
6634;7898058595196;ALVEJANTE GUIMARAES 1L BICARBONATO ALCOOL;UN;21,69;0;15,49;17;1;34029090;
6635;7898058597671;ALVEJANTE GUIMARAES 2L SEM CLORO;UN;10,99;-1;8,99;17;1;34025000;
9550;7898058597640;ALVEJANTE GUIMARAES 5L SEM CLORO;UN;25;0;18,33;17;1;34025000;
1613;7896083800667;ALVEJANTE QBOA 1L DETERGENTE;UN;5,19;0;3,5633;17;1;28289011;
1615;7896083800087;ALVEJANTE QBOA 1L FLORAL;UN;5,19;0;3,5633;17;1;28289011;
1614;7896083800346;ALVEJANTE QBOA 1L LAVANDA;UN;5,19;0;3,5633;17;1;28289011;
8400;7896083801008;ALVEJANTE QBOA 2L TIRA MANCHAS SEM CLORO;UN;19,5;0;13,3;17;1;34025000;
8399;7896083801015;ALVEJANTE QBOA 500ML TIRA MANCHAS SEM CLORO;UN;7,5;0;5,1;17;1;34025000;
9438;7896345506016;ALVEJANTE QLAR 1L SEM CLORO;UN;6,99;0;4,7083;17;1;34025000;
9656;7896345506023;ALVEJANTE QLAR 2L SEM CLORO;UN;10,99;0;7,2067;17;1;34025000;
4608;7896798704991;ALVEJANTE SAIF 1L PERFUMADO;UN;7,99;0;0;17;1;34025000;
11989;7896366212712;ALVEJANTE SUAVE LAR 2L SEM CLORO;UN;12,29;-2;8,8767;17;1;34025000;
11988;7896366212736;ALVEJANTE SUAVE LAR 5L SEM CLORO;UN;21,99;2;14,7767;17;1;34025000;
1653;7898302000087;AMACIANTE AQUA FAST 2L ENERGIA;UN;9,69;-1;6,9;17;1;38099190;
1652;7898302000070;AMACIANTE AQUA FAST 2L FRESCOR DA MANHA;UN;9,69;-3;6,9;17;1;38099190;
4530;7898302000094;AMACIANTE AQUA FAST 2L JARDIM FLORIDO;UN;9,69;-2;6,9;17;1;38099190;
1656;7898302003514;AMACIANTE AQUA FAST 2L MAGIA;UN;9,69;-5;6,9;17;1;38099190;
1654;7898302000100;AMACIANTE AQUA FAST 2L PIRA CARICIA;UN;9,69;0;6,9;17;1;38099190;
1655;7898302001411;AMACIANTE AQUA FAST 2L SEDUCAO;UN;9,69;0;6,9;17;1;38099190;
4604;7898302004771;AMACIANTE AQUA FAST 500ML HARMONIA;UN;11,99;0;7,6;17;1;38099190;
4603;7898302004788;AMACIANTE AQUA FAST 500ML ROMANCE;UN;11,99;0;7,6;17;1;38099190;
4602;7898302005419;AMACIANTE AQUA FAST 500ML SEDUCAO;UN;11,99;0;7,6;17;1;38099190;
1657;7898302005907;AMACIANTE AQUA FAST 5L ENERGIA;UN;22,29;-1;15,5;17;1;38099190;
1659;7898302005648;AMACIANTE AQUA FAST 5L FRESCOR DA MANHA;UN;22,29;-1;15,85;17;1;38099190;
1658;7898302005655;AMACIANTE AQUA FAST 5L JARDIM FLORIDO;UN;22,29;0;15,5;17;1;38099190;
4529;7898302005860;AMACIANTE AQUA FAST 5L MAGIA;UN;22,29;-1;15,85;17;1;38099190;
4528;7898302005815;AMACIANTE AQUA FAST 5L SEDUCAO;UN;22,29;-1;15,85;17;1;38099190;
3630;7898302005433;AMACIANTE AQUA FAST CONCENTRADO 1L HARMONIA;UN;20,99;0;15;17;1;38099190;
3626;7898302005464;AMACIANTE AQUA FAST CONCENTRADO 1L MISTERIO;UN;20,99;0;15;17;1;38099190;
3631;7898302005440;AMACIANTE AQUA FAST CONCENTRADO 1L ROMANCE;UN;20,99;0;14;17;1;38099190;
3628;7898302005471;AMACIANTE AQUA FAST CONCENTRADO 1L SEDUCAO;UN;20,99;-1;15;17;1;38099190;
3625;7898302005488;AMACIANTE AQUA FAST CONCENTRADO 1L TERNURA;UN;20,99;0;15;17;1;38099190;
12507;7896075910466;AMACIANTE BABY SOFT 2 LT DARK BLUE;UN;8,49;0;0;17;1;38099190;
12034;7896075910459;AMACIANTE BABY SOFT 2L ENVOLVENTE;UN;8,49;0;4,99;17;1;38099190;
7982;7896075990727;AMACIANTE BABY SOFT 2L TOQUE CARINHO;UN;8,49;0;4,54;17;1;38099190;
7981;7896075910022;AMACIANTE BABY SOFT 2L TOQUE CUIDADO;UN;8,49;-2;4,54;17;1;38099190;
7983;7896075910442;AMACIANTE BABY SOFT 2L TOQUE SEDUTOR;UN;8,49;0;4,54;17;1;38099190;
5722;7896075990734;AMACIANTE BABY SOFT 5L TOQUE CARINHO;UN;17,99;0;12,3;17;1;38099190;
4851;7896075910046;AMACIANTE BABY SOFT 5L TOQUE CUIDADO;UN;17,99;0;12,3;17;1;38099190;
5721;7896075990789;AMACIANTE BABY SOFT 5L TOQUE SEDUTOR;UN;17,99;0;12,3;17;1;38099190;
13144;7891150065536;AMACIANTE COMFORT 5 LT MACIEZ INTENSIVA;UN;22,99;2;0,02;17;1;38099190;
9055;7891150093782;AMACIANTE COMFORT CONCENTRADO 1.5L 48 SEGREDOS;UN;35,99;0;22,1678;17;1;38099190;
9053;7891150080010;AMACIANTE COMFORT CONCENTRADO 1.5L BRISA ELEGANTE;UN;35,99;3;26,17;17;1;38099190;
9056;7891150065178;AMACIANTE COMFORT CONCENTRADO 1.5L FRESCOR INTENSO;UN;35,99;3;26,17;17;1;38099190;
9054;7891150090903;AMACIANTE COMFORT CONCENTRADO 1.5L LAVANDA;UN;35,99;0;24,0656;17;1;38099190;
10567;7891150091948;AMACIANTE COMFORT CONCENTRADO 1L 36 SEGREDOS;UN;31,99;3;20,01;17;1;38099190;
10568;7891150091993;AMACIANTE COMFORT CONCENTRADO 1L 48 SEGREDOS;UN;29,99;3;20,01;17;1;38099190;
8897;7891150045484;AMACIANTE COMFORT CONCENTRADO 1L BRISA ELEGANTE;UN;31,99;0;19,05;17;1;38099190;
8898;7891150028944;AMACIANTE COMFORT CONCENTRADO 1L FRESCOR INTENSO;UN;31,99;0;19,05;17;1;38099190;
8899;7891150042131;AMACIANTE COMFORT CONCENTRADO 1L PURO CUIDADO;UN;31,99;3;19,55;17;1;38099190;
7716;7891150091979;AMACIANTE COMFORT CONCENTRADO 500ML 36 SEGREDOS;UN;18,29;0;13,26;17;1;38099190;
7717;7891150091986;AMACIANTE COMFORT CONCENTRADO 500ML 48 SEGREDOS;UN;18,29;-1;12,32;17;1;38099190;
7369;7891150064867;AMACIANTE COMFORT CONCENTRADO 500ML ANTIODOR;UN;18,29;0;0;17;1;38099190;
7367;7891150079991;AMACIANTE COMFORT CONCENTRADO 500ML CUIDADO INTENSIVO LP;UN;18,29;0;11,33;17;1;38099190;
7368;7891150028883;AMACIANTE COMFORT CONCENTRADO 500ML DETOX;UN;18,29;0;0;17;1;38099190;
9958;7891150025288;AMACIANTE COMFORT CONCENTRADO 500ML ENERGIA FLORAL;UN;18,29;0;10,0133;17;1;38099190;
9959;7891150000971;AMACIANTE COMFORT CONCENTRADO 500ML FRESCOR INTENSO;UN;18,29;0;10,0133;17;1;38099190;
8779;7891150048492;AMACIANTE COMFORT CONCENTRADO 500ML FRESCOR INTENSO LP;UN;18,29;0;9,8;17;1;38099190;
7715;7891150090460;AMACIANTE COMFORT CONCENTRADO 500ML LAVANDA;UN;18,29;0;10,0133;17;1;38099190;
7366;7891150054608;AMACIANTE COMFORT CONCENTRADO 500ML PROTECAO MICELAR;UN;18,29;0;0;17;1;38099190;
9960;7891150039001;AMACIANTE COMFORT CONCENTRADO 500ML PURO CUIDADO;UN;15,99;0;10,0133;17;1;38099190;
9169;7891150048485;AMACIANTE COMFORT CONCENTRADO 500ML PURO CUIDADO LP;UN;18,29;0;9,45;17;1;38099190;
12561;7891150095953;AMACIANTE COMFORT CONCENTRADO 500ML REFIL FRESCOR INTENSIO;UN;14,79;0;0;17;1;38099190;
11634;7891150098725;AMACIANTE CONFORT CRISTAL 275GR FLORAL;UN;22,99;0;14,27;17;1;34025000;
12042;7891150098732;AMACIANTE CONFORT CRISTAL 275GR FRESCOR;UN;22,99;0;14,27;17;1;34025000;
12430;7898058595004;AMACIANTE DE ROUPAS GUIMARAES 5L CARINHO;UN;12,99;0;0;17;1;38099190;
12431;7898058595462;AMACIANTE DE ROUPAS GUIMARAES 5L ENCANTO;UN;12,99;0;0;17;1;38099190;
12433;7898058595455;AMACIANTE DE ROUPAS GUIMARAES 5L FOFURA;UN;12,99;0;0;17;1;38099190;
12432;7898058599194;AMACIANTE DE ROUPAS GUIMARAES 5LFLOR DE CEREJEIRA;UN;12,99;0;0;17;1;38099190;
12434;7898058595448;AMACIANTE DE ROUPAS GUIMARAES L SEDUCAO;UN;12,99;0;0;17;1;38099190;
1619;7500435153881;AMACIANTE DOWNY CONCENTRADO 1L AGUA FRESCA;UN;26,29;0;16,8658;17;1;38099190;
1620;7500435201285;AMACIANTE DOWNY CONCENTRADO 1L BRISA INTENSO;UN;26,29;0;16,77;17;1;38099190;
8341;7500435243650;AMACIANTE DOWNY CONCENTRADO 1L BRISA SUAVE;UN;26,29;0;16,77;17;1;38099190;
1621;7506339332643;AMACIANTE DOWNY CONCENTRADO 1L BRISA VERAO;UN;26,29;0;16,77;17;1;38099190;
1618;7500435153850;AMACIANTE DOWNY CONCENTRADO 1L FRESCOR DA PRIMAVERA;UN;26,29;0;16,77;17;1;38099190;
1622;7506339389876;AMACIANTE DOWNY CONCENTRADO 1L LIRIOS DO CAMPO;UN;26,29;-1;16,77;17;1;38099190;
13143;7500435252201;AMACIANTE DOWNY CONCENTRADO 1LT ALFAZEMA;UN;26,29;-3;0;17;1;38099190;
13142;7891150079984;AMACIANTE DOWNY CONCENTRADO 1LT ENERGIA FLORAL;UN;34,99;3;26,17;17;1;38099190;
13141;7500435201278;AMACIANTE DOWNY CONCENTRADO 1LT SUAVIZANTE;UN;34,99;0;0;17;1;38099190;
7864;7500435159999;AMACIANTE DOWNY CONCENTRADO 450ML ADORAVEL;UN;15,99;0;8,5717;17;1;38099190;
10382;7500435160087;AMACIANTE DOWNY CONCENTRADO 450ML MISTICO;UN;15,99;0;8,5717;17;1;38099190;
10383;7500435160032;AMACIANTE DOWNY CONCENTRADO 450ML PAIXAO;UN;15,99;0;8,5717;17;1;38099190;
4605;7500435156981;AMACIANTE DOWNY CONCENTRADO 450ML SENSITIVE;UN;15,99;0;9,9592;17;1;38099190;
1623;7500435153874;AMACIANTE DOWNY CONCENTRADO 500ML AGUA FRESCA;UN;18,29;0;0;17;1;38099190;
1625;7506195143834;AMACIANTE DOWNY CONCENTRADO 500ML BRISA DE VERAOA;UN;18,29;-5;9,9592;17;1;38099190;
1626;7500435201292;AMACIANTE DOWNY CONCENTRADO 500ML BRISA INTENSO;UN;18,29;0;9,9592;17;1;38099190;
10384;7500435243612;AMACIANTE DOWNY CONCENTRADO 500ML BRISA SUAVE;UN;18,29;-2;8,5717;17;1;38099190;
1627;7506195143872;AMACIANTE DOWNY CONCENTRADO 500ML FRESCOR DA PRIMAVERA;UN;18,29;0;8,5717;17;1;38099190;
12302;7500435252195;AMACIANTE DOWNY CONCENTRADO 500ML LAVANDA EXTRA;UN;18,29;0;0;17;1;38099190;
1624;7506195143858;AMACIANTE DOWNY CONCENTRADO 500ML LIRIOS DO CAMPO;UN;18,29;0;9,47;17;1;38099190;
1616;7500435159982;AMACIANTE DOWNY CONCENTRADO 900ML LIBERDADE;UN;26,29;0;0;17;1;38099190;
1617;7500435160001;AMACIANTE DOWNY CONCENTRADO 900ML MISTICO;UN;26,29;0;16,99;17;1;38099190;
6597;7500435160018;AMACIANTE DOWNY CONCENTRADO 900ML PAIXAO;UN;26,29;0;16,99;17;1;38099190;
12952;7500435259552;AMACIANTE DOWNY SUAVIZANTE 500ML;UN;18,29;0;0;17;1;38099190;
11992;7896366204779;AMACIANTE ENVOLV 2L BEIJO ROUBADO;UN;7,89;-3;4,6767;17;1;38099190;
11990;7896366206148;AMACIANTE ENVOLV 2L CHUVA DE ALEGRIA;UN;7,89;4;4,8117;17;1;38099190;
11991;7896366204762;AMACIANTE ENVOLV 2L NUVEM DE CARINHO;UN;7,89;5;4,8117;17;1;38099190;
